,income
12488,<=50K
10363,<=50K
12341,<=50K
28576,<=50K
25210,<=50K
4018,<=50K
4791,<=50K
24214,<=50K
26412,<=50K
790,<=50K
12134,>50K
22670,<=50K
17336,<=50K
20772,>50K
6477,>50K
19120,>50K
21802,<=50K
11920,<=50K
8276,<=50K
6351,>50K
1975,<=50K
28191,<=50K
8902,<=50K
25209,<=50K
6976,<=50K
16776,<=50K
22472,<=50K
5999,<=50K
9374,>50K
27799,<=50K
827,<=50K
29448,<=50K
25507,<=50K
23443,>50K
13743,>50K
21540,<=50K
2327,<=50K
4017,<=50K
26367,<=50K
13813,<=50K
1642,<=50K
16045,<=50K
22985,<=50K
26582,<=50K
14956,<=50K
2528,<=50K
11735,<=50K
9931,<=50K
8303,>50K
7302,<=50K
11031,<=50K
9158,>50K
906,>50K
15180,<=50K
11082,>50K
28419,>50K
8013,<=50K
26096,<=50K
16734,<=50K
18289,<=50K
24361,<=50K
7770,>50K
11076,<=50K
11742,<=50K
25856,<=50K
27902,<=50K
9881,>50K
4123,<=50K
7450,<=50K
15103,<=50K
10033,<=50K
13755,<=50K
3039,<=50K
10722,<=50K
13309,<=50K
14397,>50K
8840,<=50K
22235,>50K
14504,<=50K
24412,<=50K
29227,<=50K
22626,>50K
17252,<=50K
6809,<=50K
7666,<=50K
19695,<=50K
18524,<=50K
11214,>50K
15596,<=50K
9588,>50K
12804,<=50K
2192,<=50K
23008,>50K
26553,<=50K
27502,<=50K
13914,<=50K
17662,<=50K
19642,>50K
14195,<=50K
8192,<=50K
26954,<=50K
5362,<=50K
602,>50K
18009,>50K
18944,<=50K
4855,<=50K
6058,<=50K
11296,>50K
15718,>50K
25950,>50K
12551,<=50K
16680,>50K
24519,>50K
1652,>50K
28098,>50K
21870,<=50K
18108,<=50K
5020,<=50K
29333,>50K
21173,>50K
15567,<=50K
7191,<=50K
18284,<=50K
4457,<=50K
13003,>50K
8793,>50K
9395,<=50K
15669,>50K
22341,>50K
1640,<=50K
6713,<=50K
6177,<=50K
14356,<=50K
26881,<=50K
15953,<=50K
1057,>50K
229,<=50K
5083,<=50K
6342,<=50K
5324,>50K
30117,<=50K
23693,<=50K
24123,<=50K
6404,<=50K
16200,<=50K
2578,<=50K
24772,<=50K
28482,<=50K
6165,<=50K
9301,<=50K
1387,>50K
20832,<=50K
11281,>50K
24976,<=50K
9345,<=50K
27539,<=50K
17081,<=50K
19435,<=50K
12186,>50K
240,<=50K
4203,<=50K
11438,<=50K
9822,>50K
12126,<=50K
17685,<=50K
18196,<=50K
189,<=50K
184,<=50K
19064,>50K
12250,<=50K
18181,<=50K
4237,>50K
11535,<=50K
15969,<=50K
18442,<=50K
11416,<=50K
9133,<=50K
17411,>50K
2141,<=50K
27700,<=50K
25839,<=50K
28162,>50K
24835,<=50K
10006,>50K
687,<=50K
14355,<=50K
30110,>50K
25932,>50K
6450,<=50K
21060,<=50K
7400,<=50K
11822,>50K
9812,<=50K
18730,<=50K
6349,<=50K
24714,>50K
20631,<=50K
22015,>50K
29975,<=50K
5569,<=50K
1317,>50K
9787,<=50K
9566,<=50K
22842,>50K
16123,>50K
22552,>50K
3947,<=50K
20661,>50K
12367,<=50K
6314,<=50K
14006,<=50K
28045,<=50K
24145,<=50K
24286,<=50K
8798,<=50K
2508,<=50K
26787,<=50K
25716,<=50K
14859,<=50K
20449,<=50K
26081,<=50K
531,<=50K
26918,<=50K
19733,<=50K
28579,<=50K
18261,<=50K
20598,>50K
15875,<=50K
14376,<=50K
28165,>50K
3192,<=50K
23026,<=50K
13254,<=50K
9519,<=50K
27906,<=50K
27102,<=50K
29378,>50K
14935,>50K
26649,<=50K
14292,<=50K
6427,>50K
8811,<=50K
25500,<=50K
11638,<=50K
6306,>50K
2661,<=50K
30062,<=50K
203,>50K
12050,>50K
8640,<=50K
8825,<=50K
27365,<=50K
26188,>50K
8285,<=50K
22608,>50K
14809,<=50K
5006,>50K
22528,<=50K
950,>50K
13304,>50K
13426,>50K
26783,>50K
26073,<=50K
9183,<=50K
11835,<=50K
13800,<=50K
15023,>50K
8466,<=50K
7369,<=50K
3915,<=50K
14122,<=50K
30052,<=50K
1190,<=50K
16667,<=50K
8442,<=50K
5070,>50K
9432,<=50K
12547,<=50K
1718,<=50K
20782,<=50K
3180,<=50K
7818,<=50K
12703,>50K
14402,<=50K
18739,<=50K
20025,<=50K
7468,<=50K
18253,<=50K
9738,>50K
27758,>50K
21831,<=50K
10480,<=50K
28491,<=50K
10617,<=50K
5744,<=50K
23098,>50K
7204,<=50K
23585,<=50K
5541,<=50K
25917,<=50K
29077,<=50K
11730,>50K
28516,<=50K
6529,<=50K
16852,<=50K
27194,<=50K
17256,<=50K
16683,<=50K
14566,<=50K
18992,<=50K
11340,<=50K
16019,<=50K
1318,<=50K
15660,>50K
27873,<=50K
250,<=50K
13817,>50K
6768,<=50K
12138,>50K
16225,<=50K
27019,>50K
30074,>50K
20129,<=50K
12290,<=50K
10099,<=50K
4149,>50K
9621,<=50K
28340,<=50K
18939,<=50K
26811,<=50K
17314,<=50K
9792,<=50K
28319,<=50K
11459,<=50K
9001,<=50K
30011,<=50K
16391,>50K
16988,<=50K
16571,<=50K
12084,<=50K
29232,>50K
20237,<=50K
20046,>50K
27695,<=50K
29655,<=50K
11999,<=50K
15244,<=50K
21502,>50K
1166,<=50K
2115,<=50K
25941,<=50K
18601,<=50K
23628,<=50K
6,<=50K
10233,<=50K
23659,<=50K
2695,<=50K
14082,>50K
5693,<=50K
23717,<=50K
2617,<=50K
18212,<=50K
12545,<=50K
9332,<=50K
22402,<=50K
14499,<=50K
16362,<=50K
10486,<=50K
5926,<=50K
24158,<=50K
20243,<=50K
23399,<=50K
26961,<=50K
12071,<=50K
19007,<=50K
15232,<=50K
8345,<=50K
6734,<=50K
30070,<=50K
24814,<=50K
3746,<=50K
23604,<=50K
4711,<=50K
23107,>50K
15061,<=50K
16649,<=50K
12598,<=50K
17405,<=50K
1509,>50K
593,<=50K
10495,<=50K
17962,<=50K
3758,>50K
5152,<=50K
21112,<=50K
7597,<=50K
1369,<=50K
23640,<=50K
26868,<=50K
9597,>50K
21071,<=50K
23437,<=50K
28403,<=50K
5146,<=50K
27495,<=50K
30248,<=50K
1008,<=50K
17949,<=50K
24305,>50K
10974,<=50K
23130,<=50K
11321,<=50K
27191,>50K
3645,>50K
17039,<=50K
25820,<=50K
12741,<=50K
19568,>50K
3751,<=50K
17481,<=50K
16355,>50K
26262,<=50K
2043,>50K
7954,>50K
27359,<=50K
15354,<=50K
12858,>50K
1425,<=50K
19610,<=50K
22412,>50K
167,<=50K
13008,<=50K
12536,<=50K
13735,>50K
7791,<=50K
7839,<=50K
2402,<=50K
13555,<=50K
17012,<=50K
18836,<=50K
8092,<=50K
19203,<=50K
2590,<=50K
19558,>50K
20089,<=50K
28223,<=50K
844,<=50K
18850,<=50K
19667,<=50K
19023,<=50K
2356,<=50K
12227,<=50K
10305,<=50K
25531,>50K
12191,>50K
23175,<=50K
7327,<=50K
23378,<=50K
350,<=50K
3583,<=50K
1870,<=50K
14609,<=50K
29958,>50K
24444,<=50K
9409,>50K
8405,<=50K
19198,<=50K
13670,>50K
28387,<=50K
11979,<=50K
8595,<=50K
25387,<=50K
804,>50K
13643,>50K
11406,<=50K
23836,<=50K
1698,>50K
4540,<=50K
9421,<=50K
13805,<=50K
19683,>50K
13763,<=50K
24935,<=50K
22089,<=50K
5918,>50K
16338,<=50K
5190,<=50K
24453,>50K
13234,<=50K
20734,>50K
6738,<=50K
29711,<=50K
682,>50K
6484,>50K
6898,>50K
14361,<=50K
12896,<=50K
5768,<=50K
17385,<=50K
24093,<=50K
21391,<=50K
6701,<=50K
10226,<=50K
28120,<=50K
26831,<=50K
160,<=50K
28604,<=50K
22460,<=50K
16335,<=50K
22746,>50K
27509,>50K
6067,>50K
9890,<=50K
10462,<=50K
14905,<=50K
2098,<=50K
21283,>50K
26048,>50K
18534,>50K
19146,<=50K
16505,<=50K
9127,<=50K
20492,<=50K
21209,<=50K
10950,>50K
29244,<=50K
6780,<=50K
7969,<=50K
14516,>50K
28244,<=50K
8259,>50K
8888,<=50K
1624,<=50K
4594,<=50K
26906,<=50K
21759,<=50K
29836,>50K
8984,<=50K
27580,<=50K
18352,<=50K
17897,>50K
17957,>50K
11760,<=50K
4230,<=50K
7046,<=50K
21881,<=50K
5407,<=50K
10278,<=50K
6480,>50K
3780,<=50K
29367,<=50K
15817,<=50K
6463,<=50K
28076,<=50K
3266,<=50K
16503,>50K
10674,<=50K
22244,>50K
23689,<=50K
6563,>50K
815,>50K
17565,<=50K
11423,<=50K
13614,<=50K
21558,<=50K
24169,<=50K
8077,<=50K
8884,<=50K
3488,>50K
23047,<=50K
15374,>50K
25407,<=50K
10468,>50K
10129,<=50K
21481,<=50K
23743,>50K
13237,<=50K
5647,<=50K
8854,<=50K
3133,<=50K
20442,>50K
5526,<=50K
12886,>50K
30363,>50K
20190,<=50K
26487,>50K
29324,>50K
12395,<=50K
27743,<=50K
29466,<=50K
6386,<=50K
21857,<=50K
5854,<=50K
10259,<=50K
29722,>50K
11232,<=50K
18223,<=50K
30086,<=50K
28805,<=50K
22458,<=50K
13339,>50K
22613,<=50K
12180,<=50K
18788,<=50K
10900,<=50K
26875,>50K
21666,<=50K
26805,<=50K
25680,<=50K
21939,<=50K
18420,<=50K
14540,>50K
21193,<=50K
21315,<=50K
7293,<=50K
26510,>50K
7176,<=50K
7740,<=50K
14290,<=50K
25267,>50K
23832,<=50K
21402,<=50K
14810,<=50K
15425,<=50K
10538,>50K
27156,<=50K
4071,<=50K
17577,<=50K
24723,<=50K
4744,<=50K
13326,<=50K
6340,<=50K
15056,>50K
8968,<=50K
1073,<=50K
27187,<=50K
29062,<=50K
12230,>50K
26950,<=50K
7652,<=50K
30455,<=50K
11147,>50K
20659,>50K
7321,>50K
20359,<=50K
19730,>50K
18386,>50K
8833,<=50K
8168,<=50K
23402,<=50K
13013,<=50K
23219,<=50K
8678,>50K
9748,<=50K
21580,<=50K
16950,<=50K
28768,>50K
18463,<=50K
1885,<=50K
12181,<=50K
23163,<=50K
20828,>50K
8102,<=50K
7469,<=50K
17986,<=50K
13852,>50K
1648,<=50K
19621,<=50K
20896,<=50K
25405,<=50K
13208,<=50K
4701,>50K
18349,<=50K
20978,<=50K
4838,<=50K
22467,<=50K
21237,<=50K
20813,<=50K
30306,<=50K
24582,>50K
13867,<=50K
20899,>50K
21633,<=50K
28662,<=50K
1332,<=50K
1548,<=50K
26034,<=50K
901,<=50K
387,<=50K
14817,<=50K
228,<=50K
13213,<=50K
20849,<=50K
18462,<=50K
6615,<=50K
873,<=50K
22786,<=50K
1310,>50K
18651,<=50K
28642,<=50K
14198,<=50K
19586,<=50K
17631,<=50K
29309,<=50K
17485,<=50K
17122,<=50K
18732,<=50K
8687,<=50K
5568,<=50K
13646,<=50K
25353,<=50K
30615,>50K
19304,<=50K
16721,>50K
21598,<=50K
6832,<=50K
6971,<=50K
29233,<=50K
2132,<=50K
3934,<=50K
379,<=50K
11381,<=50K
26976,<=50K
10920,<=50K
10753,>50K
1737,<=50K
24651,<=50K
10771,<=50K
5195,<=50K
10170,<=50K
17844,<=50K
14895,<=50K
25883,<=50K
22563,<=50K
10164,<=50K
10856,>50K
1420,>50K
27512,<=50K
20779,<=50K
4748,<=50K
6546,<=50K
28099,<=50K
6226,<=50K
25939,<=50K
30440,>50K
29806,>50K
20829,<=50K
9328,<=50K
28385,<=50K
3626,<=50K
2623,<=50K
20801,>50K
17416,<=50K
11264,<=50K
4289,<=50K
11542,>50K
112,>50K
1363,<=50K
5037,<=50K
24819,<=50K
1524,<=50K
440,<=50K
7670,<=50K
22082,<=50K
22117,<=50K
14219,>50K
22273,<=50K
26197,<=50K
21469,<=50K
17064,<=50K
26758,<=50K
2899,<=50K
28253,<=50K
1421,<=50K
23982,<=50K
15509,<=50K
19663,<=50K
17032,>50K
7830,<=50K
15028,<=50K
12727,>50K
17833,<=50K
4951,<=50K
1879,<=50K
1398,>50K
7838,<=50K
9093,<=50K
19067,<=50K
13109,<=50K
18598,<=50K
23798,<=50K
4313,<=50K
1601,<=50K
9407,<=50K
17210,<=50K
30187,<=50K
1982,<=50K
18483,<=50K
6100,<=50K
145,<=50K
26088,>50K
29395,<=50K
24409,<=50K
20438,<=50K
2482,<=50K
12184,>50K
5125,<=50K
30401,<=50K
2452,>50K
10877,<=50K
13595,<=50K
5077,<=50K
23473,<=50K
16733,>50K
24415,<=50K
6137,<=50K
4986,<=50K
29706,>50K
18784,>50K
24087,<=50K
29587,<=50K
28995,<=50K
11274,<=50K
5662,<=50K
17184,>50K
26169,<=50K
3491,>50K
4385,<=50K
4119,<=50K
12285,>50K
20422,<=50K
14413,<=50K
24907,<=50K
8813,<=50K
29261,<=50K
24237,<=50K
8198,<=50K
28896,<=50K
15880,<=50K
22624,<=50K
18952,<=50K
17535,<=50K
28261,>50K
27231,<=50K
5334,<=50K
11451,<=50K
15599,<=50K
16875,<=50K
23206,<=50K
19907,<=50K
13079,<=50K
9245,<=50K
23716,<=50K
2735,<=50K
15962,<=50K
3470,<=50K
27612,>50K
23043,<=50K
22170,>50K
21445,>50K
25599,>50K
13560,<=50K
21087,<=50K
8011,<=50K
20240,>50K
21213,<=50K
24858,<=50K
28832,<=50K
12017,>50K
16899,<=50K
22484,<=50K
17778,>50K
18137,>50K
20741,<=50K
29455,<=50K
4367,<=50K
7601,<=50K
21764,<=50K
15872,<=50K
25240,<=50K
10392,<=50K
23093,<=50K
9540,<=50K
16261,<=50K
974,<=50K
29201,<=50K
20343,>50K
20763,>50K
14261,>50K
1423,<=50K
25374,<=50K
8497,<=50K
9660,>50K
23174,<=50K
8695,>50K
9350,<=50K
820,>50K
13600,<=50K
24137,>50K
6205,<=50K
27798,>50K
24255,>50K
13403,<=50K
8608,<=50K
14990,>50K
6254,<=50K
12921,<=50K
4978,>50K
19352,<=50K
23722,>50K
17809,<=50K
17751,<=50K
16812,<=50K
2924,<=50K
23998,<=50K
20997,<=50K
7718,>50K
21980,<=50K
28334,>50K
26537,>50K
26298,>50K
30289,<=50K
11411,<=50K
5856,<=50K
25942,<=50K
14076,<=50K
27588,<=50K
329,<=50K
18563,<=50K
22948,>50K
16333,<=50K
23289,<=50K
2562,>50K
12719,<=50K
7222,>50K
20586,<=50K
1979,<=50K
12449,<=50K
7487,<=50K
29467,<=50K
12469,>50K
21258,<=50K
4365,<=50K
298,<=50K
922,>50K
16741,<=50K
6353,<=50K
16262,<=50K
3385,<=50K
8348,>50K
28770,<=50K
20459,<=50K
20068,<=50K
25721,<=50K
468,<=50K
10619,<=50K
23920,<=50K
16555,>50K
11107,>50K
17388,<=50K
27801,<=50K
14190,<=50K
25130,<=50K
27754,>50K
4762,<=50K
1590,<=50K
3737,<=50K
1602,<=50K
3414,<=50K
27417,<=50K
7734,<=50K
10093,<=50K
5042,>50K
20900,<=50K
12246,<=50K
12333,<=50K
20873,<=50K
16028,<=50K
21773,<=50K
5948,<=50K
15632,<=50K
2810,<=50K
25400,<=50K
15604,<=50K
10064,<=50K
25985,<=50K
13624,<=50K
9415,<=50K
27751,<=50K
15333,>50K
11650,<=50K
11687,<=50K
1174,<=50K
17051,>50K
22502,>50K
15912,<=50K
2881,<=50K
20457,<=50K
25648,<=50K
18023,<=50K
21486,<=50K
21431,<=50K
12699,<=50K
4822,<=50K
17688,<=50K
18771,<=50K
3021,>50K
22477,<=50K
14072,>50K
30321,<=50K
7494,<=50K
28041,>50K
533,<=50K
15894,<=50K
13691,>50K
14726,<=50K
737,<=50K
24471,<=50K
1427,<=50K
3579,<=50K
6966,>50K
22387,<=50K
30448,<=50K
171,>50K
9139,>50K
24975,>50K
8773,<=50K
1644,>50K
27709,>50K
3893,<=50K
28893,<=50K
23190,>50K
21359,<=50K
4312,>50K
26752,<=50K
7771,>50K
6562,>50K
10140,>50K
4886,>50K
10345,<=50K
27418,<=50K
27065,<=50K
14362,<=50K
28698,<=50K
14105,<=50K
7665,>50K
29989,<=50K
27039,<=50K
23613,<=50K
19992,>50K
11062,>50K
27746,<=50K
16594,<=50K
27100,<=50K
7382,<=50K
15865,<=50K
30227,<=50K
26652,<=50K
4615,>50K
14770,<=50K
15671,<=50K
19316,>50K
24564,<=50K
3878,<=50K
5947,<=50K
12786,<=50K
4776,<=50K
4809,<=50K
14693,<=50K
27125,<=50K
28267,<=50K
6919,>50K
17113,<=50K
19076,<=50K
9709,<=50K
16871,<=50K
8176,<=50K
14884,<=50K
29343,<=50K
25350,<=50K
20463,<=50K
6185,>50K
5482,<=50K
11847,<=50K
20357,>50K
7136,>50K
6709,<=50K
9460,<=50K
13519,<=50K
3282,<=50K
29904,<=50K
17717,<=50K
6396,<=50K
9637,<=50K
14498,<=50K
14325,<=50K
23530,<=50K
18964,>50K
15119,<=50K
14707,>50K
269,<=50K
1939,>50K
25553,<=50K
15553,>50K
26575,<=50K
16947,<=50K
26044,>50K
17638,<=50K
25232,<=50K
23038,>50K
15054,<=50K
28323,<=50K
3949,<=50K
13310,<=50K
19673,>50K
13640,<=50K
14324,<=50K
16925,<=50K
14388,<=50K
10010,<=50K
11732,<=50K
1994,>50K
29690,<=50K
10936,<=50K
2521,<=50K
20905,<=50K
13591,<=50K
7355,<=50K
5646,>50K
12016,<=50K
10472,<=50K
13191,<=50K
21571,<=50K
23484,<=50K
27286,<=50K
5142,<=50K
6206,<=50K
19217,<=50K
10150,<=50K
25108,<=50K
30067,<=50K
2827,>50K
7762,<=50K
19338,>50K
17480,<=50K
6326,<=50K
7711,<=50K
29664,<=50K
5386,<=50K
14304,>50K
3251,<=50K
1851,<=50K
19557,>50K
16493,<=50K
6030,>50K
25815,<=50K
7346,>50K
20198,<=50K
13327,<=50K
21224,<=50K
2435,>50K
28326,<=50K
400,<=50K
22172,<=50K
27769,<=50K
10893,>50K
2263,<=50K
24062,<=50K
19954,<=50K
11004,<=50K
3111,<=50K
23753,<=50K
15650,<=50K
23105,<=50K
3452,<=50K
13720,>50K
5739,<=50K
18012,<=50K
27635,<=50K
953,<=50K
8228,<=50K
6922,<=50K
17579,<=50K
22988,>50K
23925,<=50K
15450,>50K
26650,<=50K
2133,<=50K
18851,>50K
5885,<=50K
1480,<=50K
8824,<=50K
22717,<=50K
4323,<=50K
6113,>50K
20878,>50K
23136,>50K
10162,<=50K
19155,>50K
10583,<=50K
8473,>50K
6873,<=50K
20799,<=50K
382,<=50K
20750,<=50K
2331,<=50K
11524,<=50K
30513,<=50K
20149,>50K
6945,<=50K
22392,<=50K
18096,<=50K
26506,<=50K
19219,>50K
16907,<=50K
27491,<=50K
19608,<=50K
5841,<=50K
19391,<=50K
4603,<=50K
25250,<=50K
15678,<=50K
30351,>50K
7773,>50K
25074,<=50K
24242,<=50K
5777,<=50K
18676,<=50K
28963,>50K
3823,<=50K
27664,<=50K
15300,<=50K
26673,<=50K
8294,<=50K
28612,<=50K
7551,<=50K
14055,<=50K
18397,<=50K
29881,<=50K
20550,<=50K
21305,>50K
22995,>50K
29200,<=50K
4962,>50K
15681,>50K
7032,<=50K
22767,>50K
16278,<=50K
10990,>50K
20748,>50K
26086,>50K
6613,<=50K
29777,<=50K
18975,<=50K
5627,>50K
7712,<=50K
3196,>50K
28750,<=50K
27611,<=50K
17134,<=50K
26394,<=50K
20654,<=50K
25167,<=50K
9711,<=50K
30544,<=50K
26018,<=50K
8397,<=50K
12015,<=50K
15120,<=50K
12693,<=50K
2442,>50K
22588,<=50K
15314,<=50K
23860,>50K
4443,<=50K
29057,<=50K
23418,<=50K
3060,>50K
13400,<=50K
13264,<=50K
25631,>50K
16608,<=50K
28310,<=50K
161,<=50K
21839,<=50K
15134,<=50K
30689,<=50K
21856,<=50K
17297,<=50K
15075,<=50K
12633,<=50K
18127,>50K
25493,>50K
6139,<=50K
29761,>50K
3881,>50K
14060,<=50K
6729,>50K
25084,>50K
154,<=50K
8082,<=50K
25094,>50K
28312,<=50K
21321,<=50K
17168,<=50K
6238,<=50K
24912,<=50K
11528,>50K
26257,<=50K
14874,<=50K
11981,<=50K
10604,>50K
17847,<=50K
270,>50K
15154,<=50K
9176,>50K
19458,<=50K
25151,<=50K
27458,<=50K
6001,<=50K
10300,<=50K
941,<=50K
5753,<=50K
9732,<=50K
26757,<=50K
2622,<=50K
4990,<=50K
5955,>50K
15462,<=50K
18008,<=50K
15945,>50K
9803,<=50K
27091,<=50K
12560,<=50K
15313,<=50K
16719,<=50K
24980,>50K
21089,<=50K
8779,>50K
18160,<=50K
30049,>50K
7877,>50K
14562,<=50K
29705,<=50K
1096,<=50K
6183,<=50K
1764,<=50K
20625,<=50K
2163,<=50K
23439,<=50K
16126,<=50K
183,<=50K
15582,<=50K
24967,>50K
9230,<=50K
2357,>50K
29730,<=50K
5766,<=50K
29815,<=50K
12156,<=50K
2909,>50K
15871,<=50K
513,<=50K
373,<=50K
9443,<=50K
9667,<=50K
30628,>50K
18918,<=50K
24240,<=50K
1475,<=50K
17532,<=50K
17339,>50K
9719,<=50K
6773,<=50K
26161,<=50K
10158,>50K
24448,>50K
18028,<=50K
13345,>50K
4849,<=50K
21319,>50K
9623,<=50K
17601,>50K
23396,<=50K
20399,>50K
30562,<=50K
15915,<=50K
5982,<=50K
30643,<=50K
2387,<=50K
13169,>50K
27203,<=50K
12151,>50K
1663,<=50K
819,<=50K
12784,<=50K
16774,<=50K
8256,<=50K
3876,<=50K
5985,<=50K
9282,<=50K
12909,<=50K
6975,>50K
26226,<=50K
14823,<=50K
4902,<=50K
5437,>50K
23292,>50K
13121,<=50K
22337,<=50K
23893,<=50K
14754,<=50K
28364,<=50K
19935,>50K
5631,<=50K
12245,<=50K
27978,>50K
3085,<=50K
1580,<=50K
4175,>50K
14340,>50K
23655,>50K
1565,<=50K
7391,<=50K
20848,<=50K
30215,>50K
25082,<=50K
27412,<=50K
8603,<=50K
21971,>50K
27789,<=50K
11994,<=50K
15,<=50K
12,<=50K
17971,<=50K
21172,<=50K
29265,<=50K
7803,>50K
1112,<=50K
28834,<=50K
22291,>50K
28102,>50K
28868,<=50K
26357,>50K
16525,>50K
8852,<=50K
872,<=50K
7925,<=50K
9603,<=50K
26215,<=50K
12212,<=50K
6776,>50K
18311,<=50K
19757,<=50K
14318,<=50K
25691,>50K
204,>50K
13764,>50K
22127,<=50K
17239,>50K
1062,<=50K
3146,>50K
8890,>50K
12805,>50K
28731,<=50K
26120,<=50K
22691,<=50K
1678,<=50K
22740,<=50K
27165,<=50K
417,<=50K
23486,<=50K
29584,<=50K
13825,>50K
24763,<=50K
21509,<=50K
28052,<=50K
29144,>50K
27686,<=50K
23865,>50K
27289,>50K
22338,<=50K
15477,<=50K
11752,<=50K
9426,<=50K
22952,>50K
8576,<=50K
9040,>50K
8860,<=50K
9513,<=50K
22442,<=50K
23738,<=50K
15988,<=50K
8562,<=50K
6298,>50K
638,<=50K
9406,<=50K
22581,>50K
14335,<=50K
11738,>50K
2058,>50K
11401,<=50K
3486,>50K
17970,<=50K
6033,>50K
17841,>50K
10042,>50K
15153,<=50K
30229,<=50K
26609,<=50K
25305,>50K
1980,>50K
17324,<=50K
19323,<=50K
25063,>50K
4347,>50K
18409,<=50K
10855,<=50K
25834,>50K
11858,<=50K
24855,>50K
23902,<=50K
19280,<=50K
22749,>50K
27394,<=50K
12278,<=50K
27173,<=50K
28962,<=50K
17230,<=50K
6074,<=50K
29158,<=50K
181,<=50K
28619,<=50K
14099,>50K
18863,<=50K
20214,<=50K
3086,<=50K
5043,<=50K
22416,<=50K
8736,<=50K
8014,<=50K
7430,>50K
26525,<=50K
7765,>50K
27342,>50K
20557,<=50K
26589,>50K
20465,<=50K
11792,<=50K
2500,<=50K
1345,>50K
10986,<=50K
23547,<=50K
5282,>50K
3004,>50K
7283,<=50K
2647,>50K
28136,<=50K
26311,>50K
17211,<=50K
691,>50K
28048,<=50K
12561,>50K
3859,<=50K
21960,>50K
6434,>50K
27035,<=50K
24408,<=50K
280,<=50K
17682,<=50K
14785,<=50K
9226,<=50K
25956,<=50K
12283,<=50K
19396,<=50K
29031,<=50K
11829,<=50K
6834,>50K
20239,>50K
19079,>50K
4992,<=50K
17943,<=50K
20053,<=50K
6967,<=50K
29942,>50K
1088,<=50K
2925,>50K
21230,<=50K
838,<=50K
19418,<=50K
27123,<=50K
17129,>50K
21092,<=50K
23417,<=50K
17442,>50K
3804,<=50K
247,<=50K
10639,<=50K
24096,>50K
15200,<=50K
16548,<=50K
10235,<=50K
5404,<=50K
6665,<=50K
27384,<=50K
8540,<=50K
1219,<=50K
6978,<=50K
11306,<=50K
13836,<=50K
10084,<=50K
846,<=50K
13683,<=50K
26035,>50K
18970,<=50K
26344,<=50K
5162,>50K
3888,<=50K
15219,<=50K
9907,<=50K
28084,>50K
25066,<=50K
2457,<=50K
27759,<=50K
13654,<=50K
30607,>50K
27211,<=50K
949,<=50K
1932,<=50K
1688,<=50K
10350,<=50K
13432,>50K
29568,<=50K
27241,<=50K
12167,<=50K
7416,<=50K
2488,>50K
27970,<=50K
11729,<=50K
7928,<=50K
15405,>50K
28617,>50K
2270,>50K
17773,<=50K
12847,<=50K
17090,<=50K
24400,<=50K
9833,>50K
20939,<=50K
11010,<=50K
5530,<=50K
29312,>50K
19305,>50K
14963,<=50K
4338,<=50K
13981,<=50K
15066,<=50K
3582,<=50K
13978,<=50K
14901,<=50K
27415,<=50K
1790,<=50K
29072,>50K
18027,<=50K
8723,>50K
30647,<=50K
25073,>50K
22878,<=50K
26153,<=50K
10587,<=50K
14700,<=50K
14393,<=50K
6449,<=50K
12225,>50K
10879,>50K
1075,<=50K
30682,>50K
5633,>50K
27216,<=50K
1947,<=50K
27414,<=50K
21830,<=50K
19818,<=50K
8426,<=50K
8787,<=50K
13601,>50K
10054,<=50K
19617,<=50K
13793,<=50K
17011,<=50K
29835,<=50K
27803,>50K
22696,<=50K
23394,<=50K
25431,<=50K
23440,<=50K
9194,<=50K
28071,>50K
28925,<=50K
13329,<=50K
16539,<=50K
15566,<=50K
30421,>50K
9255,<=50K
24309,<=50K
18234,<=50K
12874,<=50K
1495,<=50K
25321,>50K
18461,>50K
9932,<=50K
5833,<=50K
26400,>50K
20117,<=50K
12364,<=50K
9296,<=50K
5248,<=50K
26064,<=50K
15082,<=50K
22966,>50K
28998,<=50K
1579,>50K
9651,>50K
8116,<=50K
24558,<=50K
21878,<=50K
26027,<=50K
5424,>50K
18457,>50K
8065,<=50K
3325,<=50K
2195,<=50K
17362,<=50K
10895,<=50K
1396,<=50K
15597,<=50K
7138,<=50K
12467,>50K
20580,<=50K
24152,<=50K
20960,<=50K
15403,<=50K
4155,<=50K
20858,>50K
15643,<=50K
1895,>50K
18979,<=50K
17719,<=50K
9293,>50K
22752,>50K
21312,<=50K
20334,<=50K
27303,>50K
21378,<=50K
606,<=50K
22125,>50K
19345,<=50K
1178,>50K
13035,<=50K
8705,<=50K
28889,<=50K
21726,<=50K
13252,<=50K
29769,<=50K
17889,<=50K
5414,<=50K
24480,<=50K
7812,<=50K
24765,<=50K
28806,<=50K
20766,<=50K
18315,<=50K
20946,<=50K
7663,<=50K
15157,<=50K
28287,<=50K
1457,>50K
6368,<=50K
16136,<=50K
11151,>50K
22285,>50K
26946,>50K
29810,<=50K
20925,>50K
22313,<=50K
30141,<=50K
1575,<=50K
22764,>50K
4512,<=50K
27987,<=50K
3176,<=50K
6345,>50K
15990,<=50K
12261,<=50K
15508,<=50K
17028,<=50K
21863,<=50K
2210,<=50K
23057,<=50K
27082,<=50K
12415,<=50K
18266,>50K
11761,>50K
24707,<=50K
17289,<=50K
6445,<=50K
6103,<=50K
22034,<=50K
17663,<=50K
23510,<=50K
10135,<=50K
9445,<=50K
4592,<=50K
